x,y,z
353.11251766461254,224.66534196008155,a
369.7260017173456,237.02469215932842,a
345.0781662222665,241.229511667571,a
341.3969561662353,275.19936513726907,a
387.59290149466176,279.96190054796773,a
354.1846616731123,280.1325834810865,a
410.8805353396462,309.7934770439473,a
333.6288402601041,307.635745558113,a
352.09400020704817,351.76630318116145,a
374.2750844693518,290.23541206747916,a
373.33242910805325,252.8623907758238,a
378.698865507983,304.15601857001616,a
442.9342446324906,252.25883972926596,a
380.7426704874063,298.03505122328534,a
396.9483087670033,308.8749695356401,a
342.3732392173201,297.7897540140401,a
402.3658706482955,222.2304213784759,a
365.45927220154283,282.4895171137249,a
382.55431339867044,282.6142580255264,a
350.1883716705186,252.2770966161098,a
317.4864142384053,281.3890107685047,a
369.3396722332712,240.6205751444711,a
317.38803903500445,306.5607579602807,a
314.87911606378657,313.6221737614648,a
327.979276448791,284.8217385182403,a
346.13350178452725,295.52952478280736,a
330.9687149437887,293.32788525051404,a
281.41283016323536,271.4581227370005,a
354.4310802807306,282.197942408765,a
307.1874590302649,318.00495207635475,a
326.08510516026615,344.5923759765494,a
329.33683241094275,319.40083322142056,a
341.07026537772697,320.20202456779,a
348.70363784442003,264.1845715571372,a
391.1165986515754,237.8444861394389,a
340.623436539472,246.4273811301228,a
320.44720091049186,298.07789274576317,a
344.68009562620165,238.95585349895345,a
300.22252611995214,244.43639545841953,a
373.920791753949,237.44892946786138,a
360.9020120336204,251.7419046812479,a
345.0416090970004,237.7273364902257,a
341.0992702043487,258.57368365704156,a
340.6243421086346,257.7529743332831,a
319.6304452889846,239.07337098909596,a
278.5602934517402,241.51880693738838,a
280.7223022868597,269.6697749454038,a
307.8925494047721,287.94285959553457,a
309.55388149753236,284.17327639525854,a
341.13292158740256,294.540015275463,a
331.66603800718843,265.89566443550916,a
343.35262119144215,294.5089568372981,a
349.87715613583043,260.6984922308318,a
354.05419281078616,298.4276829484438,a
357.3439555931794,276.83346868406426,a
334.24385373837373,224.86049793569674,a
359.2674084806643,244.9711280694358,a
370.1519086215211,257.20038524858285,a
375.1277262642957,287.39487320658964,a
381.0720017176685,286.63981274957894,a
334.6526149459603,237.64354112404664,a
390.65970368822,279.5526916138978,a
394.86723477166953,198.08586087963903,a
390.8534722376585,238.23605111257825,a
321.1543098925634,198.39610059913775,a
315.67032983382126,189.92450221562734,a
281.4028086818903,239.3135974656774,a
278.2949747618726,228.4492394238958,a
284.59675865315324,258.89628798958006,a
250.50128118660783,281.8361822081308,a
294.4928120192882,278.59365363885223,a
286.0424383868921,322.5308669181286,a
297.0687538922735,271.2645978698723,a
318.91056120801704,233.46836778803072,a
279.44793619240465,279.45915355472397,a
364.74270108067407,282.44888057480387,a
317.98252950881675,268.204896957476,a
366.2242708479279,271.79305991762556,a
316.33442780791347,261.84463440320656,a
385.30186137855,275.8595614955992,a
321.45938747658863,272.46558685106044,a
372.91182192832883,210.38977983602985,a
358.0721558453936,249.69537667714175,a
333.16651566509233,253.09155745930025,a
338.38627431814285,262.5306548057948,a
344.2644099293856,217.83372453928433,a
363.9893064609788,218.8121256998055,a
349.63588296290783,240.57784851535212,a
349.67155276431777,241.87271273862495,a
338.96238278727714,264.6154445488037,a
342.80208819863753,298.22412596118886,a
378.07733080629316,259.21992525268,a
341.81587150356154,240.95414049832715,a
370.40464838960514,268.05365682520164,a
417.10728915394776,291.84847980979225,a
397.3207259864638,310.221830643209,a
441.46066566245304,259.8252555732313,a
374.12338993811204,270.42577630957277,a
407.6570787839943,271.9245946800494,a
423.60857929080936,234.59474591900863,a
460.1200113505758,308.96609545402765,a
413.6081120332575,195.21035842803457,a
416.0594817943452,265.14952713564253,a
448.7136054700788,259.2578709457008,a
443.6828708964755,198.59789604205923,a
346.14055905878365,198.89243016529275,a
384.27353320244583,196.46877139953972,a
361.8130840655462,236.2274531511032,a
342.4611502367066,243.91109626709334,a
347.1946216462456,218.98235787943617,a
316.7757484309176,213.5594231136481,a
303.78710369689855,196.5722478002802,a
312.071291525766,196.31539742538695,a
287.9082415303041,226.27642475534833,a
269.4236829810728,306.1413593985713,a
321.6639398367602,248.75270008210504,a
328.0364529218093,279.957078666742,a
304.0868798425091,282.62810871330385,a
315.2318986473302,242.23920236272141,a
345.42835241780733,337.8446170179676,a
311.33285299886836,294.0735592424518,a
300.04944837971607,300.61015399498194,a
333.75467823174904,328.6111403682894,a
294.2891840432709,260.63305929267017,a
336.9105432282321,310.89944412866976,a
307.053445525705,285.97333205879374,a
359.36727426810324,238.26919044411142,a
346.310973627174,323.066949644568,a
396.11172794556285,300.28630769107986,a
355.2297801786522,247.63883091748758,a
372.6679987755969,267.68370582610294,a
381.82652139452097,305.5212159076358,a
394.4190876285739,219.45637434644544,a
371.43405758427235,249.65851633615796,a
418.4583156008284,246.42214935340658,a
367.2226303732132,250.6758581798743,a
367.7516957628949,222.27593576157994,a
364.4781312304932,255.53730474687111,a
363.6560015103639,183.4132734676415,a
330.71350571975154,226.05508823238756,a
304.49456599671,239.82924204241903,a
303.07426453208546,271.8847352285791,a
