x,y,z
77.37765636197611,237.4792343065592,a
100.6028162645553,241.373809798391,a
55.997863505961284,238.56084956862037,a
44.769454180195154,299.41122983447764,a
57.681810234938176,217.29879877032,a
64.49721844897812,281.2758400606564,a
42.72770004931165,351.20205171223483,a
17.414599956619874,268.7525541646523,a
59.04932239499211,280.73519418199317,a
66.86857178940241,327.8626422177529,a
56.887754339029215,266.9952430807027,a
70.80118305900291,302.7427470900603,a
45.78744245247371,327.5371724458944,a
47.64810081163017,291.5355448292014,a
47.88465855889682,297.58294107371887,a
-0.33867771587438256,334.91313409484263,a
88.22806773607832,352.34662736335827,a
32.74751775175834,331.30266218670596,a
68.25034032005213,342.2515973689335,a
76.85377526387016,427.137133932133,a
77.14684686051878,408.91986476375683,a
99.27734244036499,391.5396294530647,a
21.74569141236354,406.079926517951,a
69.71229562499465,361.55590419109984,a
67.54997614449874,390.0725838234053,a
59.03727240679557,348.75145783815657,a
101.5405377077218,347.3189371314231,a
87.44089921230992,317.40219242392004,a
51.44581007102154,322.1408144949147,a
123.55253856436245,328.71530815749543,a
94.85689889904812,307.8294394132457,a
86.7357163350961,299.61978859831845,a
106.82468955893056,294.43763297614237,a
28.002895627887682,269.80927944201613,a
69.97586286445208,284.09840286440874,a
67.04754011120801,265.87667540935934,a
76.47760877632224,310.17915154766047,a
84.68083971626338,289.94830579918414,a
81.33094910192024,273.24789084025537,a
62.5437276275061,317.52132557276565,a
56.395995067261865,288.25069465059437,a
83.11007859221507,312.6357983871041,a
15.770388972770519,228.7301020364779,a
64.58943944283878,213.00253726536636,a
44.224193666455555,230.01479091234904,a
16.593681551472088,269.3835689664262,a
4.365898704045961,255.50554753588284,a
45.88737077372777,297.3129180793558,a
115.55185375445728,323.0006793105182,a
96.29140486625329,285.6867627073158,a
34.01793540466238,337.896401209062,a
10.540903155712549,349.2041042006754,a
104.04291235580799,388.62121344293837,a
54.796991355744346,403.65546354465744,a
50.874807784150065,376.9257651967467,a
104.17398221549016,425.3272464840808,a
146.96600081231506,386.3512927533244,a
125.44149177029801,420.02434545002734,a
132.47833080231234,433.56601731060005,a
167.30219715551448,378.5217702159992,a
164.81578448726114,344.9417670361023,a
115.81087988228862,360.6261269004177,a
79.83549946700685,314.4855221264156,a
127.29205146549087,335.68214838404,a
149.40229796870534,293.3156845346135,a
165.11545919110702,294.3744759550623,a
141.85677107879584,223.70386430707327,a
111.50546280708751,253.9309618852118,a
156.89282046789435,272.0459605966507,a
64.828723253096,282.5027708452086,a
92.72906319100068,264.43212650123576,a
121.80181314571153,295.5913302947236,a
39.41504130168897,237.83266233581475,a
75.54445711446813,327.3661227783308,a
76.57556134874936,276.67594240594633,a
62.05880253117211,286.43296113760437,a
87.35089249843753,334.9199181112075,a
84.26577014077347,328.96159557946294,a
81.41831488410213,385.804648338639,a
100.63910543831659,452.4201983100296,a
133.73500968085466,367.17426877023684,a
118.06114294305843,368.120624369204,a
145.59109351757687,379.0605274034867,a
178.2293279705384,379.7573473599649,a
181.84903259328198,380.3736476388422,a
165.13693478761695,376.8559242684412,a
178.36605205121566,359.20297585503135,a
230.54877864905288,364.2336874078763,a
204.16990952143257,391.6729565351299,a
196.50767526249783,372.6215189881687,a
206.46853646088897,406.27141039501896,a
205.32713510888516,374.91726126061985,a
168.75327477403434,391.6176528000998,a
211.9131380186687,420.73871640668574,a
237.1857545133322,411.51234263753736,a
247.08891862478987,424.9725939831445,a
249.81892129292612,482.1750598926003,a
242.04931760696297,392.2155572140839,a
330.02894770554497,489.314896982164,a
291.10893765343724,416.3863863017178,a
268.41950306879914,453.2303269148248,a
288.91331730948514,442.67079322292165,a
278.2347588663233,406.40572063012496,a
327.20446346162726,410.67907979224617,a
318.509039905261,436.3057518013519,a
292.1674844696831,389.95892603874785,a
290.32551734129095,380.42996715725224,a
276.63465669071815,382.45719930059386,a
224.3922950827738,391.01390399720975,a
161.82086249074547,387.9118430028613,a
118.70993899083908,391.7416169991083,a
151.35159712534107,371.1452729705235,a
139.8729744137642,388.19651552418765,a
122.62804791965624,387.23440838196217,a
151.81673503655998,373.2516923219013,a
124.3329670118673,402.59579495301006,a
102.87185826609468,418.65780179914213,a
137.27039971687805,393.99415626022983,a
121.29200553094928,425.07857597206925,a
100.24008235425033,420.8133532240174,a
98.8235318589075,429.27325394767115,a
167.2916558239813,453.2118776964112,a
183.10031716153352,420.39839470988636,a
147.2790999077406,513.8397766927528,a
216.33947874286338,464.25344556018183,a
257.7969349384473,479.25192510332926,a
242.78796061293997,486.0531502987374,a
271.7023271801702,477.677716927248,a
282.38259385303985,439.79791508470873,a
308.1535667456156,429.92222307341524,a
314.9246971869376,408.4315581694054,a
266.40893536540915,464.6795536002062,a
262.3030506079032,480.67104623524017,a
221.03732845440192,430.43103257607623,a
265.0805754262004,453.4442788425049,a
271.2072092354403,449.95587011831515,a
233.1454561453065,420.4372384005987,a
238.59669946368615,394.1944988618708,a
205.825414270599,342.1364412998726,a
150.1463322893021,394.71480429575263,a
135.92103765287698,458.0387193787267,a
121.81533161562908,403.89833028231675,a
141.37214913700015,391.0086708940324,a
115.81310504341678,453.8710729684698,a
136.6764589817736,435.0432118506435,a
156.5420878228095,406.4504634495953,a
104.12309833640474,437.6406979964677,a
166.2530904230829,494.4090650097305,a
148.15163301576254,410.0260496686769,a
160.370189721787,434.50829046440595,a
267.0066963925123,434.56669075980943,a
287.39560910379305,442.89237736932756,a
301.3457575814411,443.76332258279587,a
306.4982814613797,507.3919851594509,a
280.5927517934822,472.3027352845874,a
330.0518078202542,472.4322479152542,a
364.91328690870927,446.2314370573026,a
343.80047440696615,435.6922216729197,a
381.4576287336813,436.9751616442013,a
333.6070927067141,427.65542264706517,a
338.07046182051954,448.8020410162046,a
368.7441861510161,493.3358751265719,a
311.05104586069234,463.03813239863825,a
338.9786711475778,435.3223633724206,a
295.34803477682686,426.1590863184131,a
236.15745038593306,419.31619300809575,a
168.42359100758637,410.7841319139168,a
264.54554799592387,414.0391002160344,a
168.81158962853885,433.3418243703626,a
137.85373335968956,421.7705415772984,a
219.78425174769455,429.83692707518003,a
189.7701475454685,401.9100445542244,a
156.5487905260157,450.0473328030796,a
154.6669622381812,446.8340643985987,a
183.53980723298247,450.5501869763683,a
197.0169692055626,414.8360582300718,a
195.66658611293084,441.4686791405325,a
269.80015047506004,385.7020165152995,a
243.53455108732754,454.3196565498175,a
297.03214961685336,450.5694396308167,a
290.66637441299264,434.43212828197966,a
283.05599708153,426.48337072767686,a
273.7692688226604,439.02864457708813,a
333.1283850549378,468.40855334491084,a
283.82070103453617,440.5255425558684,a
337.4424647666853,423.90158705222336,a
326.08329946960794,437.0670824491458,a
317.4822401807376,439.83609861166553,a
281.9387188334291,435.85966287879506,a
265.8365295070503,471.80343622252803,a
282.54158830379924,447.52073303998606,a
258.18574418292127,440.8973144073095,a
259.0794584251149,437.87513806654107,a
240.4302794998545,412.0579304851945,a
222.87834210504045,408.73104167294485,a
195.70433588061465,374.4154467151541,a
163.85766046468046,351.8034302332277,a
219.98988751816552,374.0687433230205,a
163.57479558370824,377.08769218238115,a
174.70230944439385,459.1546811597012,a
203.8801706156881,387.52133451622797,a
191.68139270958943,423.2529204527309,a
202.97881735641687,373.7704570347934,a
169.07872927713944,403.5239081503354,a
152.44174284190493,393.8432571777668,a
129.7339867523267,403.5796349316469,a
170.1442328425075,401.0554326194311,a
174.52405378746656,338.16686366987847,a
139.70854293706216,333.74328662549226,a
161.3808938760342,346.20145069957647,a
159.08315993698716,312.2742249352037,a
163.2015388165202,323.5238798163919,a
102.16993679205389,307.5768674778004,a
90.29416436627037,299.56101416692474,a
156.3871053122726,295.5632983592183,a
128.34581401319102,295.53170989960313,a
111.08873549223583,361.71786769960494,a
134.93530513570556,341.666011018236,a
21.111475445664226,358.82654885421084,a
132.84473335828457,337.8691538444523,a
157.0485221804371,356.5631847676575,a
114.40473722498041,360.6826132895381,a
125.89378803535502,375.7171233332384,a
91.52397875306578,382.31388608068323,a
97.2359515311307,390.86658458554433,a
150.2121021655292,393.66611480166944,a
158.8054866830696,328.9116626934344,a
107.38304627709591,365.5381644497888,a
165.17271578503414,369.34683340347453,a
148.3603904732317,365.8512280964778,a
